node1,node2,free_bw,used_bw,delay,pkloss
1,3,156963.313325,43035958.860442,0.094414,0.001938
1,7,110837.730865,89162006.741717,1.170158,0.001436
1,16,152081.336401,47913985.919074,0.0,0.002939
2,4,108398.430902,91601004.769404,1.313329,0.004739
2,7,107959.271271,92036192.278319,2.212286,0.003797
2,12,158990.950951,41006638.541157,0.736117,0.004476
2,13,175272.072072,24725851.172218,2.061725,0.004737
2,18,30839.511512,19158741.238233,1.899362,0.014988
2,23,43605.485485,6393831.201624,1.747608,0.0
3,10,158278.615446,41719594.74036,0.0,0.003588
3,11,21827.539016,28171263.578221,110.6143,0.0
3,14,427.466987,2672080.646398,1764.413118,0.020614
3,21,142977.943177,57021621.122622,1.248002,0.006945
4,16,104775.791054,95220601.820213,0.34833,0.008429
5,8,16949.332799,33049255.011867,18.044233,0.006261
5,16,16.714386,49982396.616229,86.367488,0.011131
6,7,1206.329723,1893280.360999,381.106734,0.0
6,19,2162.749423,936699.897183,0.921965,0.0
7,17,87470.6664,112528332.098846,1.288176,0.002512
7,19,35037.190314,14954061.014569,0.96488,0.007494
7,21,144334.183092,55663244.857911,1.618147,0.006601
8,9,631.280305,49367604.283258,39.311767,0.006079
9,15,38522.748397,11475236.990373,1.42312,0.015267
9,16,108188.081011,91811599.698912,0.063539,0.005885
10,11,26570.924403,23428725.661283,0.193596,0.00441
10,12,164637.34001,35361983.23615,0.0,0.003871
10,16,111467.096645,88529497.0274,0.0,0.002099
10,17,129590.559504,70407968.796188,0.370502,0.001262
12,22,169262.903517,30735650.446066,0.0,0.023962
13,14,0.106181,3099428.18353,2225.090027,0.0
13,17,183092.344986,16906851.228111,0.989199,0.003722
13,19,35758.613643,14235976.443218,1.459599,0.015784
15,20,37763.421474,12235258.838481,1.675129,0.002974
17,20,177915.836669,22083566.853482,1.759648,0.001614
17,23,43403.963171,6595973.187595,1.156092,0.0
18,21,27060.849019,22938789.919448,1.517773,0.015031
20,22,23834.332665,26165463.771416,77.979445,0.057654
