node1,node2,free_bw,used_bw,delay,pkloss
1,3,147147.72,52851684.0,1.612782,0.002187
1,7,154670.432,45328972.0,1.335025,0.004684
1,16,125089.808,74909000.0,0.578165,0.003372
2,4,100478.536,99520272.0,1.854539,0.002028
2,7,133246.616,66751596.0,1.371861,0.00514
2,12,116805.36,83193448.0,0.929117,0.003732
2,13,107569.744,92429660.0,0.0,0.006851
2,18,24035.664,25962441.972602,2.490282,0.013209
2,23,30805.032,19193180.0,1.891136,0.00606
3,10,154703.808,45295000.0,1.473904,0.003882
3,11,38954.736,11045264.0,1.046658,0.014545
3,14,0,3100584.0,3091.694832,0.019198
3,21,149230.144,50768664.0,1.049161,0.008702
4,16,93451.696,106547112.0,1.635432,0.001886
5,8,43461.688,6538312.0,1.047969,0.0
5,16,18.056,49981348.0,180.261254,0.003626
6,7,184.176,2915228.0,1553.410649,0.020734
6,19,1849.4,1250600.0,1.093388,0.0
7,17,74572.8,125423908.969102,1.056433,0.002669
7,19,2357.952,47636088.0,2.725959,0.029044
7,21,132501.616,67497788.0,0.936389,0.001247
8,9,10719.832,39279572.0,57.838559,0.0
9,15,48009.168,1990236.0,1.036763,0.035868
9,16,93520.832,106475592.0,1.503468,0.000912
10,11,0,50000420.0,84.874392,0.001192
10,12,141049.448,58949360.0,0.700712,0.001575
10,16,114803.992,85195412.0,0.585437,0.001557
10,17,105762.672,94232020.664333,0.682473,0.001406
12,22,190164.616,9835384.0,1.205683,0.0
13,14,0,3100584.0,2982.975364,0.0
13,17,150317.248,49681459.9916,0.0,0.001697
13,19,1685.664,48312548.0,100.729465,0.01055
15,20,47901.888,2097516.0,1.376987,0.018162
17,20,194533.296,5466430.692131,0.700831,0.0
17,23,30725.168,19274464.29517,1.224995,0.00604
18,21,18621.6,31377427.177282,1.872897,0.00129
20,22,47841.096,2158308.0,0.930786,0.016829
