node1,node2,free_bw,used_bw,delay,pkloss
1,3,171888.051195,28111948.80512,1.652718,0.001518
1,7,127007.835216,72991568.843118,1.676202,0.002361
1,16,145783.533647,54211102.889711,1.792431,0.002826
2,4,153005.139486,46993668.633137,1.541376,0.003405
2,7,149356.792321,50640227.977202,2.131224,0.001285
2,12,122992.388761,77005823.41766,1.478672,0.004087
2,13,93060.629937,106938774.122588,1.806855,0.00055
2,18,32225.289471,17774710.528947,1.910925,0.007126
2,23,34454.106589,15544701.529847,1.587272,0.005915
3,10,154282.835716,45715376.462353,1.772761,0.001583
3,11,32818.846115,17180557.944206,1.529932,0.004717
3,14,1795.890411,1304109.589041,2.228141,0.064935
3,21,176082.335766,23917068.29317,1.943827,0.00889
4,16,155626.085391,44371530.846915,1.83785,0.006322
5,8,34005.174965,15987877.471001,1.918793,0.017934
5,16,32378.420316,17618885.032513,45.644641,0.009794
6,7,3074.778522,25221.477852,1.730442,0.0
6,19,1779.20408,1320729.893817,1.8996,0.0
7,17,155934.782522,44063429.657034,1.905799,0.004451
7,19,34562.567743,15436660.539505,1.826525,0.011901
7,21,174208.643136,25790164.983502,2.161384,0.011535
8,9,11236.268373,38761943.80562,46.916485,0.002165
9,15,27652.042796,22344977.50225,1.513004,0.008456
9,16,134946.953305,65052450.754925,1.507521,0.002213
10,11,18829.741026,31169067.093291,30.129194,0.004827
10,12,151843.055694,48156348.365163,1.397848,0.003552
10,16,143416.458354,56582349.765024,10.939717,0.003468
10,17,109904.345565,90093270.672931,1.238227,0.001038
12,22,188229.873013,11769531.046895,8.489966,0.021518
13,14,177.316268,2922683.731627,1480.420589,0.0
13,17,131547.653235,68450558.944104,1.621366,0.003499
13,19,36911.652835,13087692.878783,2.01869,0.005114
15,20,27060.917908,22937890.210979,1.563549,0.002113
17,20,168604.523548,31393688.631137,1.532435,0.001716
17,23,34883.183682,15115624.437557,1.400471,0.005934
18,21,41607.775222,8390436.956304,4.244566,0.019741
20,22,40974.830517,9025169.483052,1.274824,0.015863
