node1,node2,free_bw,used_bw,delay,pkloss
1,3,175339.426969,24659934.918012,1.037717,0.002497
1,7,145580.703195,54418102.774716,1.849532,0.003652
1,16,164162.195733,35834819.192628,0.234604,0.009543
2,4,149530.274494,50467197.722403,1.573682,0.001685
2,7,65685.457824,134309009.04248,1.538634,0.002272
2,12,154300.703195,45698600.516088,1.524448,0.006464
2,13,163034.91084,36960909.637347,1.678944,0.001759
2,18,31391.424564,18606231.856444,0.835419,0.024319
2,23,33951.632939,16048367.060709,1.740456,0.004948
3,10,177044.67241,22952983.838905,1.546621,0.013896
3,11,29473.968763,20525035.254087,1.628399,0.008545
3,14,116.82228,2983028.307008,993.144393,0.020687
3,21,165947.27036,34052644.122941,1.474738,0.006549
4,16,160706.673345,39289744.565763,0.266075,0.006639
5,8,20384.174592,29615173.046556,1.382232,0.001932
5,16,12767.568867,37230198.948182,0.48995,0.0047
6,7,1115.330061,1984073.882252,1.799345,0.028369
6,19,40.15417,3059845.830413,1776.303649,0.0
7,17,72156.225583,127843774.416506,11.367679,0.001788
7,19,35119.807673,14879899.94764,1.651168,0.008077
7,21,158931.150957,41067655.013524,1.272082,0.011426
8,9,14668.207028,35329873.246628,1.704454,0.004298
9,15,14744.932879,35254647.385617,106.741548,0.003947
9,16,120695.927076,79302928.443166,10.029078,0.005664
10,11,17156.555867,32841519.722496,107.884884,0.002768
10,12,116928.762897,83070043.073223,1.317978,0.002351
10,16,130150.255434,69847953.520988,0.651836,0.001977
10,17,101160.404688,98839595.312029,1.805186,0.003655
12,22,188567.87266,11431980.729037,2.015829,0.003195
13,14,0,3099452.078752,1497.948289,0.0
13,17,103780.020036,96213369.727534,1.722574,0.003345
13,19,36829.53316,13170028.694958,1.134992,0.004214
15,20,14627.906231,35370919.167273,7.759809,0.003576
17,20,156648.165882,43351237.103074,0.030518,0.001572
17,23,34546.319375,15452309.610369,1.472116,0.004994
18,21,26613.539016,23384210.569922,1.944304,0.013816
20,22,39124.583792,10874536.615139,1.187205,0.01719
