node1,node2,free_bw,used_bw,delay,pkloss
1,3,117864.917508,82135082.491751,1.20151,0.003027
1,7,132018.50215,67980901.909809,1.438022,0.001428
1,16,100526.627337,99470988.90111,0.0,0.005736
2,4,133740.769923,66258634.136586,1.585484,0.003079
2,7,137926.655334,62072748.725127,1.429081,0.004654
2,12,161696.334367,38301877.812218,1.442552,0.010269
2,13,169779.670033,30217946.205379,1.434922,0.003236
2,18,12660.565943,37339434.056594,1.587868,0.012088
2,23,29873.708629,20124689.376693,0.0,0.005878
3,10,139455.838416,60543565.643436,1.933455,0.006711
3,11,23532.90271,26465905.409459,61.749816,0.01159
3,14,1154.610539,1944793.520648,2109.163761,0.0
3,21,149397.316268,50600749.98419,1.936555,0.005434
4,16,152015.878412,47983525.647435,1.139998,0.006883
5,8,27256.338366,22743065.693431,0.630379,0.004051
5,16,17615.214479,32384189.581042,133.142471,0.013433
6,7,2192.786721,907213.278672,351.815104,0.033956
6,19,1898.392161,1201607.839216,1.660109,0.0
7,17,128101.981802,71895019.89693,1.959801,0.005749
7,19,24096.710329,25902717.728227,1.207352,0.00889
7,21,145366.375362,54631489.383355,2.003908,0.002651
8,9,22707.776,27292051.406059,1.871824,0.007578
9,15,32357.016,17641505.9986,1.50919,0.035323
9,16,141501.105889,58497051.055295,1.519918,0.010056
10,11,27307.589241,22691218.878112,2.067924,0.011179
10,12,122870.816918,77126799.320068,2.117753,0.002744
10,16,125482.227777,74513600.639936,0.935674,0.004903
10,17,164712.984702,35286443.062152,2.278924,0.007322
12,22,189710.30097,10289103.089691,0.585198,0.013613
13,14,0.917908,3099082.091791,2014.63604,0.019198
13,17,174287.363264,25708371.957445,2.02477,0.027595
13,19,26604.379562,23394428.557144,0.579596,0.005239
15,20,32206.219378,17792891.110809,1.714587,0.045292
17,20,172472.128787,27527090.975365,1.636147,0.010874
17,23,30022.693731,19976307.603792,0.0,0.002887
18,21,2406.815318,47592593.140606,44.866681,0.003768
20,22,43247.80322,6751600.839916,0.651121,0.128713
