node1,node2,free_bw,used_bw,delay,pkloss
1,3,167481.828549,32517737.456065,1.697302,0.0
1,7,99253.928178,100739245.152618,0.993133,0.004555
1,16,120236.760324,79758330.851322,1.836181,0.024304
2,4,73822.828566,126167781.797525,2.707243,0.005772
2,7,103655.019004,96341902.498093,1.648903,0.011908
2,12,111825.184,88161843.894867,1.277328,0.024617
2,13,111911.008,88084983.658641,2.736449,0.029271
2,18,10788.654807,39211188.59644,1.887441,0.030217
2,23,35741.104,14257341.578716,2.092719,0.008921
3,10,109399.69991,90597675.529712,1.774192,0.029317
3,11,34458.301019,15539571.234655,1.903892,0.071788
3,14,167.80034,2930734.58562,2530.712605,0.057604
3,21,124679.763929,75319476.099599,2.002835,0.021353
4,16,80573.282657,119424895.51804,1.247048,0.009031
5,8,24121.519089,25877289.626226,0.867605,0.003494
5,16,0,50000799.41836,208.13942,0.021453
6,7,0,3100119.073499,3274.302363,0.03841
6,19,363.425944,2736574.055567,1029.986501,0.0
7,17,123431.870374,76564644.812957,0.826597,0.000703
7,19,42385.112932,7613164.678108,2.956986,0.047444
7,21,144162.888867,55836075.814641,2.168179,0.018233
8,9,12697.093744,37301637.998716,87.913632,0.002394
9,15,14470.894374,35529094.088267,1.506805,0.01329
9,16,117569.432,82414840.310584,1.355648,0.016521
10,11,6.332201,49993667.799319,114.457607,0.007151
10,12,133480.823506,66518235.194186,1.197338,0.006231
10,16,72339.838016,127655069.998488,4.038811,0.011298
10,17,90058.072,109936960.402152,0.956059,0.019094
12,22,175864.398921,24135601.079243,1.262188,0.008437
13,14,0.08395,3099761.162989,2047.86849,0.01919
13,17,113099.432,86900548.814631,1.228333,0.032871
13,19,43189.230462,6810429.238011,2.386928,0.01344
15,20,14463.769738,35533171.636573,1.785278,0.055058
17,20,142609.997,57388921.500151,1.930475,0.005539
17,23,36008.889778,13990903.111022,2.409935,0.00304
18,21,22074.040596,27923747.241504,2.153158,0.019784
20,22,26611.621162,23384390.278341,1.506209,0.025371
