node1,node2,free_bw,used_bw,delay,pkloss
1,3,192488.705741,7510322.596973,1.667261,0.004958
1,7,192649.144914,7350855.085509,0.779986,0.007059
1,16,153891.021102,46108225.569781,1.091123,0.004176
2,4,133208.225645,66789749.336083,0.74017,0.001341
2,7,175003.220966,24995471.225026,1.192927,0.005758
2,12,152626.243873,47371355.854535,1.157045,0.006947
2,13,156520.904362,43478113.388798,1.52564,0.006424
2,18,24398.695609,25599691.715419,2.422571,0.001986
2,23,45836.094828,4163696.934645,0.694036,0.013517
3,10,195345.309062,4653367.878057,1.727462,0.012827
3,11,40522.460246,9477065.876988,1.538873,0.012809
3,14,206.245249,2892851.765231,471.462011,0.0
3,21,190323.544709,9675746.901306,1.382589,0.00635
4,16,146185.741148,53813969.477901,0.913858,0.004082
5,8,40683.39634,9316082.720628,0.0,0.0
5,16,4.712471,49994326.769278,151.773453,0.007151
6,7,1344.832967,1755079.266278,0.0,0.0
6,19,3085.389078,14610.191565,0.0,0.0
7,17,189851.29713,10148018.16849,1.566291,0.0
7,19,47404.452445,2594355.435544,1.85895,0.0
7,21,195996.614646,4002784.786282,32.688022,0.02426
8,9,14570.157079,35429312.899874,86.727619,0.019977
9,15,11812.874437,38186044.029516,1.348257,0.015057
9,16,133586.734673,66412158.320964,1.472473,0.016968
10,11,15462.040816,34537011.591837,87.587595,0.016683
10,12,130217.246899,69782156.862745,1.736045,0.004781
10,16,127363.761128,72633909.751957,1.344204,0.004391
10,17,149791.070214,50207990.303143,0.798583,0.004594
12,22,193061.282641,6938370.283982,1.379251,0.008701
13,14,631.380552,2468023.209284,1811.64217,0.019183
13,17,185509.341868,14490319.061812,1.142144,0.0
13,19,45384.921969,4614385.700275,1.136184,0.026958
15,20,11421.702851,38577874.319436,1.398683,0.002928
17,20,155215.69914,44783108.621724,1.482725,0.0
17,23,45598.063613,4401340.268054,1.31166,0.012888
18,21,37095.915958,12903985.604085,1.166701,0.002796
20,22,44422.516503,5577127.941446,6.99687,0.0
