node1,node2,free_bw,used_bw,delay,pkloss
1,3,192487.072707,7512551.646365,1.4714,0.0
1,7,192652.777278,7346855.361136,1.148224,0.0
1,16,153932.745275,46063759.362736,3.60024,0.005704
2,4,133201.792179,66794631.463146,1.574993,0.002683
2,7,175003.568,24995893.767777,1.724243,0.00192
2,12,152644.064406,47355935.593559,1.959682,0.002754
2,13,156524.412441,43475587.558756,1.136899,0.0
2,18,24402.568257,25596239.623962,0.686884,0.001987
2,23,45836.871687,4162920.156416,0.80049,0.0
3,10,195346.910691,4652260.654465,1.608968,0.012835
3,11,40521.483555,9477554.222533,1.762867,0.006408
3,14,212.439244,2886820.378038,471.661329,0.019212
3,21,190320.992099,9678523.950395,1.513124,0.006353
4,16,146181.586159,53812742.920692,1.119256,0.004084
5,8,40711.688,9286988.283228,1.731992,0.038095
5,16,83.616,49914000.0,154.920697,0.002386
6,7,1346.20062,1753711.689969,1.523852,0.0
6,19,3086.694669,13303.335133,0.273108,0.0
7,17,189853.504,10145811.256326,1.399755,0.0
7,19,47407.678464,2591984.767846,0.822902,0.0
7,21,195996.671667,4002532.166417,1.323581,0.010725
8,9,14567.453764,35432480.738827,86.416841,0.014273
9,15,11819.749975,38179766.120169,2.554536,0.010545
9,16,133580.037989,66418005.005698,3.472924,0.010187
10,11,15460.482048,34538570.332491,88.55176,0.009541
10,12,130202.420242,69794685.878988,2.400875,0.001876
10,16,127387.826783,72610926.608661,1.725197,0.00293
10,17,149823.454345,50176545.654565,1.97947,0.001228
12,22,193059.289929,6938575.035504,0.877976,0.017419
13,14,629.680968,2470319.031903,1817.327857,0.0
13,17,185500.062006,14498745.874587,0.960588,0.005535
13,19,45388.634863,4611269.45088,0.84734,0.024759
15,20,11416.869687,38582534.253425,1.516223,0.001465
17,20,155213.081308,44786322.632263,1.268029,0.0
17,23,45598.50385,4401276.074807,0.60761,0.0
18,21,37095.061506,12903746.374637,1.514077,0.013224
20,22,44419.385939,5580018.0018,0.512958,0.007486
