node1,node2,free_bw,used_bw,delay,pkloss
1,3,192492.282456,7507717.543509,1.517773,0.0
1,7,192652.042408,7347361.472294,1.169682,0.009508
1,16,153881.796539,46115897.089591,0.90313,0.008555
2,4,133197.96739,66799647.894368,1.147628,0.002665
2,7,174999.643893,24997913.600525,1.264095,0.003143
2,12,152631.044418,47367198.335225,1.867175,0.002754
2,13,156513.329999,43483689.106732,2.387762,0.006427
2,18,24406.025205,25592870.162309,1.474023,0.007949
2,23,45838.895779,4161104.220844,1.303315,0.0
3,10,195346.5013,4653135.265645,1.371264,0.0
3,11,40522.619214,9477366.128029,2.356291,0.006407
3,14,206.245249,2892707.1244,478.400469,0.019194
3,21,190323.60072,9676287.066156,1.405716,0.0
4,16,146179.16575,53817853.356007,0.921965,0.002042
5,8,40684.999,9314815.42587,0.0,0.003493
5,16,0,50000535.724805,154.000998,0.003578
6,7,1345.534893,1753623.831745,1.174808,0.072701
6,19,3086.69866,13301.339732,0.0,0.0
7,17,189849.089818,10149121.824365,1.677632,0.0
7,19,47403.112623,2596368.103855,0.640392,0.0
7,21,195999.447834,4000352.098028,0.89252,0.024278
8,9,14560.584234,35437740.473376,88.863611,0.0
9,15,11820.514154,38179356.038942,1.272798,0.0
9,16,133578.329499,66420816.256273,0.649929,0.010185
10,11,15460.782235,34538988.068909,87.727547,0.003123
10,12,130196.97479,69800726.369171,1.489043,0.009565
10,16,127358.991698,72640412.123637,0.527263,0.004394
10,17,149798.223645,50200710.124219,1.160026,0.002455
12,22,193061.976791,6938023.209284,1.618385,0.0
13,14,630.435131,2469564.869461,1811.044216,0.0
13,17,185505.507652,14493767.478113,1.3448,0.005536
13,19,45384.115177,4614058.246268,31.78966,0.013481
15,20,11418.689607,38580714.214264,0.688434,0.004393
17,20,155223.19896,44773965.633179,1.362562,0.001219
17,23,45601.584317,4398415.683137,1.072288,0.0
18,21,37097.305192,12902098.629589,1.419187,0.005593
20,22,44418.325498,5581357.459259,0.673175,0.014972
