node1,node2,free_bw,used_bw,delay,pkloss
1,3,192493.990215,7506009.785322,1.806021,0.004961
1,7,192646.337693,7353067.199201,1.469016,0.009507
1,16,153891.701648,46107343.825866,1.411438,0.005014
2,4,133202.502945,66795476.163286,3.871441,0.002012
2,7,175000.446441,24997884.018616,2.183437,0.006286
2,12,152633.575407,47363418.346352,1.299977,0.012743
2,13,156515.287212,43484536.651641,0.904322,0.010076
2,18,24406.997904,25592582.110203,1.626253,0.00843
2,23,45840.873889,4158710.904074,0.0,0.015175
3,10,195344.554368,4653326.568646,1.18351,0.02551
3,11,40523.024176,9476395.45078,2.600551,0.003203
3,14,202.179277,2897659.637435,476.907849,0.022119
3,21,190319.020865,9678970.246716,1.014113,0.09901
4,16,146186.920128,53811277.807933,1.409531,0.003798
5,8,40688.89963,9310227.230668,2.246618,0.006989
5,16,17.148906,49981086.556971,154.810071,0.008346
6,7,1342.551628,1757360.631471,1.648664,0.0
6,19,3084.004795,15992.809348,1.639605,0.0
7,17,189844.516425,10154469.749783,1.454353,0.006288
7,19,47404.969733,2594512.037996,2.453804,0.0
7,21,195997.982227,4001618.250751,0.309229,0.010725
8,9,14567.819561,35432033.082412,87.958217,0.014272
9,15,11812.41561,38184386.940609,1.636863,0.012951
9,16,133576.836894,66420785.828502,1.024127,0.005488
10,11,15458.872328,34539295.645726,88.012934,0.012492
10,12,130202.226969,69793608.943008,1.612782,0.004782
10,16,127358.693682,72638982.566065,1.76394,0.007324
10,17,149791.287753,50205394.757687,1.759171,0.010342
12,22,193060.923445,6938481.684799,3.172398,0.008708
13,14,630.528249,2469348.511416,1817.554355,0.019194
13,17,185504.887913,14494179.184178,1.932502,0.008303
13,19,45384.368395,4615573.463062,2.454519,0.037129
15,20,11416.120571,38582517.190581,0.909567,0.006536
17,20,155212.607029,44785752.390584,1.519561,0.001219
17,23,45598.022167,4401538.382533,0.0,0.014215
18,21,37092.937207,12906369.404411,3.738284,0.013222
20,22,44414.364217,5584799.526267,3.497839,0.037147
