node1,node2,free_bw,used_bw,delay,pkloss
1,3,192486.451226,7513548.774387,1.983643,0.0
1,7,192645.066533,7353969.334407,1.494527,0.007062
1,16,153865.412706,46131087.16423,2.184391,0.005704
2,4,133210.364146,66789635.854342,1.527309,0.0
2,7,175005.490196,24994509.803922,1.813889,0.003841
2,12,152640.584234,47358819.527811,1.543164,0.001158
2,13,156517.326931,43482076.830732,1.187086,0.002143
2,18,24409.251701,25590152.060824,2.096772,0.003975
2,23,45842.001201,4157582.833013,0.318289,0.0
3,10,195347.489745,4652277.536527,2.855062,0.0
3,11,40522.0008,9477280.74041,2.286673,0.0
3,14,204.47379,2895526.210484,478.779435,0.0
3,21,190321.664666,9677142.857143,0.373721,0.0
4,16,146186.842737,53811368.547419,1.790047,0.002042
5,8,40685.109533,9314760.15954,1.931906,0.003491
5,16,1.632653,49998367.346939,155.417919,0.001192
6,7,1345.67427,1754325.730292,1.316071,0.072648
6,19,3085.498199,14501.80072,0.273824,0.0
7,17,189848.251301,10151748.69948,1.305938,0.0
7,19,47407.362945,2591444.577831,0.377297,0.0
7,21,195999.047619,4000356.142457,1.934171,0.02426
8,9,14562.969188,35435854.607923,87.695718,0.0
9,15,11811.92477,38187478.991597,1.937747,0.001619
9,16,133575.262105,66423545.418167,1.375794,0.001698
10,11,15464.42577,34535574.229692,88.118792,0.0
10,12,130204.129652,69795274.109644,2.813697,0.004783
10,16,127357.687075,72639927.971188,2.716184,0.001464
10,17,149796.526611,50203473.389356,1.193047,0.001149
12,22,193063.169268,6936830.732293,0.464559,0.0
13,14,628.995598,2471004.401761,1813.011289,0.0
13,17,185505.194078,14493613.445378,1.363516,0.007984
13,19,45387.306923,4612096.838735,0.158906,0.01349
15,20,11416.022409,38583381.352541,0.86987,0.003268
17,20,155215.142057,44784857.943177,1.621127,0.0
17,23,45598.639184,4400920.504283,35.789847,0.0
18,21,37097.206883,12902196.878751,1.130462,0.0
20,22,44420.208083,5579791.916767,0.473022,0.01858
