node1,node2,free_bw,used_bw,delay,pkloss
1,3,192490.208,7509792.0,0.6845,0.0
1,7,192643.976,7355428.0,1.538157,0.0
1,16,153886.096,46110328.0,1.225233,0.010021
2,4,133202.512,66796892.0,0.0,0.005327
2,7,174998.8,24999412.0,0.0,0.0
2,12,152659.494051,47339296.974702,16.667247,0.012739
2,13,156521.608,43475622.357364,0.0,0.010706
2,18,24401.608,25597708.148785,0.0,0.014044
2,23,45838.536,4160868.0,0.0,0.015175
3,10,195346.705329,4652335.335266,0.709414,0.025661
3,11,40523.163684,9476714.158184,2.044797,0.019215
3,14,212.784,2886620.0,483.007908,0.019209
3,21,190325.536,9673980.325167,1.514912,0.012703
4,16,146182.2,53816608.0,1.395583,0.004556
5,8,40684.328,9315076.0,1.507044,0.0
5,16,6.136,49993864.0,154.793501,0.00834
6,7,1341.608,1757708.148785,1.387477,0.036298
6,19,3085.504,14495.275272,1.387,0.0
7,17,189845.16,10153648.0,1.286149,0.005498
7,19,47400.056,2598156.0,0.67687,0.03937
7,21,195994.688,4004515.814019,1.841784,0.010719
8,9,14565.224,35433004.438356,88.07075,0.003574
9,15,11816.472,38181619.014499,1.426458,0.007528
9,16,133581.568,66416303.291271,1.706839,0.01697
10,11,15512.864,34486007.756024,88.103533,0.007152
10,12,130245.16,69751352.606739,1.423359,0.005155
10,16,127353.368,72644248.0,1.841545,0.003417
10,17,149797.536,50199358.187381,1.427531,0.008039
12,22,193061.869813,6938130.186981,1.565814,0.0
13,14,629.984,2469892.511549,1809.042454,0.0
13,17,185506.537346,14489887.011299,1.532078,0.015968
13,19,45387.96,4611213.480652,1.146913,0.012372
15,20,11417.152,38582252.0,1.474142,0.009799
17,20,155216.368,44780652.0,0.98455,0.003655
17,23,45597.752,4402248.0,1.821876,0.0
18,21,37097.6,12899967.123288,1.2784,0.013219
20,22,44421.805819,5576685.090291,0.793815,0.037147
