node1,node2,free_bw,used_bw,delay,pkloss
1,3,42.831041,199950124.330905,57.744265,0.001135
1,7,180399.22104,19599967.835611,0.0,0.001466
1,8,170099.933742,29897976.904304,0.106454,0.004515
1,10,51268.555366,148721842.409415,0.0,0.01836
1,12,193791.498845,6208214.432673,2.318859,0.003437
1,30,140758.903725,59238086.290347,0.0,0.003828
2,3,79.654688,199917490.732978,59.428692,0.00694
2,4,102939.562337,97057361.25854,111.83989,0.007868
2,5,187811.855867,12184594.155,3.126025,0.002088
2,17,65400.345312,134595890.778616,0.0,0.003163
2,21,116685.480277,83312725.082806,0.0,0.003707
2,22,106518.859438,93476039.517298,28.0689,0.01529
2,28,148535.605741,51460206.765031,0.0,0.00973
2,31,195621.616628,4375111.589556,0.0,0.004032
3,4,98605.063749,101391043.712922,0.58198,0.0049
3,5,189464.538153,10523635.360555,0.0,0.0
3,6,35817.142857,164175813.233143,58.843017,0.001769
3,7,148750.197771,51249623.057731,0.0,0.006625
3,12,186576.793495,13422085.180396,0.0,0.002859
3,13,198435.702811,1561227.00016,0.0,0.0
3,15,67.91286,199921778.509681,110.180497,0.008902
3,20,27403.951014,172595139.240589,0.0,0.007222
3,27,175703.927711,24293656.062257,0.180483,0.005815
3,31,190958.465709,9040626.597158,0.0,0.001699
3,32,130768.897812,69230618.844835,0.0,0.006096
4,11,59094.661179,140904249.414717,3.656507,0.008286
4,14,173698.016064,26285583.415372,2.641916,0.004349
4,16,199999.903634,96.366192,0.0,0.0
4,17,199999.903634,96.366192,0.0,0.0
5,6,199999.903614,96.380704,0.0,0.0
5,9,165097.951807,34900851.405622,0.0,0.006459
5,10,199999.855407,144.585572,0.0,0.0
5,11,199999.807229,192.761408,2.857327,0.0
5,15,199999.903614,96.385542,0.0,0.0
5,16,199999.855422,144.5638,0.0,0.0
6,8,199999.855422,144.571056,0.0,0.0
6,19,199591.791989,408208.011244,0.0,0.0
6,23,129862.005823,70137465.267726,0.0,0.004008
6,27,196178.945889,3820049.14387,1.332283,0.004295
7,9,144453.756274,55538655.999626,0.0,0.012452
8,18,199999.903614,96.385542,0.0,0.0
10,29,154498.815499,45494871.796691,0.0,0.012578
11,13,173499.71288,26499223.881169,0.092864,0.00245
11,29,162947.503263,37046449.131537,0.0,0.005857
13,14,199999.903614,96.385542,0.0,0.0
13,22,198606.843373,1392558.232932,0.580668,0.001056
14,20,49613.057619,150366736.250765,0.0,0.020285
14,21,185927.816046,14071751.918891,0.746012,0.003678
14,24,188006.899598,11990105.064773,0.0,0.002998
15,18,38938.070087,161056836.442264,0.0,0.002187
15,19,132656.271459,67338731.740535,0.0,0.009111
15,26,198315.855006,1679105.221591,0.0,0.0
15,28,194051.871486,5947831.194697,0.0,0.0
16,23,173571.772736,26427628.990162,0.0,0.004647
16,25,193317.189319,6681949.462369,0.0,0.009476
19,24,195615.315731,4384684.268648,0.0,0.002593
19,25,181493.448449,18506551.551049,0.0,0.0
20,26,164018.542461,35980859.265208,0.0,0.005686
22,32,175621.349398,24375578.43781,0.0,0.007632
26,30,192849.100402,7148985.233848,0.0,0.002074
