node1,node2,free_bw,used_bw,delay,pkloss
1,3,58053.466733,141943010.530876,0.643134,0.000462
1,7,138446.578631,61549843.937575,1.267791,0.003409
1,8,109756.142071,90240787.823341,3.108263,0.022259
1,10,100386.764029,99611276.31456,1.818538,0.002777
1,12,174994.154154,25005554.238581,2.37,0.023061
1,30,141796.386193,58201894.938666,2.215028,0.018537
2,3,109724.577831,90274484.116343,0.23818,0.002782
2,4,108454.589836,91544408.593086,0.08285,0.002042
2,5,142885.523314,57112464.910976,1.999974,0.021343
2,17,140891.155347,59106459.937981,2.099037,0.001844
2,21,137082.764829,62916042.812844,1.790285,0.001047
2,22,169492.239672,30506042.24509,5.614638,0.018451
2,28,193897.417225,6101986.595979,2.327204,0.013193
2,31,182865.675703,17133131.939582,1.019478,0.002331
3,4,77916.446579,122078783.513405,0.534773,0.000603
3,5,132555.413248,67442609.502476,1.691699,0.019686
3,6,98175.983992,101822500.200881,1.128316,0.001436
3,7,60847.330932,139149091.636655,0.556946,0.000738
3,12,169489.187675,30510429.185488,1.594782,0.022994
3,13,120553.109933,79446690.331629,1.756072,0.001991
3,15,145431.653496,54565113.628126,1.889706,0.001594
3,20,109820.02401,90178783.513405,1.493931,0.002418
3,27,175966.626651,24030448.436432,0.0,0.029081
3,31,180085.049515,19914754.154137,1.626253,0.008549
3,32,60421.568627,139571872.749099,0.826716,0.002212
4,11,36426.973487,163572595.689602,52.325249,0.018728
4,14,82534.784435,117463936.313747,2.079129,0.00135
4,16,54638.151261,145358271.308523,1.929164,0.002727
4,17,129580.560224,70414725.389606,2.21622,0.002752
5,6,102238.015008,97758407.203602,2.720594,0.021221
5,9,146783.317991,53215212.440321,2.958655,0.003546
5,10,113175.992798,86823918.75017,2.159119,0.019684
5,11,120131.729865,79865884.942471,1.781583,0.001283
5,15,143167.36621,56831164.31878,2.686739,0.021055
5,16,139848.869322,60148690.589304,2.039075,0.014482
6,8,135093.994997,64903156.655405,0.618458,0.022188
6,19,84477.870935,115520936.468234,1.701474,0.019761
6,23,159033.028514,40964922.317501,1.924872,0.001707
6,27,194038.01901,5961086.591344,0.892282,0.025613
7,9,199176.964482,822994.349516,1.089334,0.0
8,18,164758.683342,35239993.6645,2.663493,0.002009
10,29,98873.614084,101124289.396463,1.700521,0.000658
11,13,93377.024512,106622445.031058,1.073241,0.017231
11,29,123047.57979,76950956.003412,2.595186,0.017901
13,14,163487.526258,36510647.753238,2.37751,0.0
13,22,161026.49995,38972628.964477,2.269626,0.016823
14,20,123474.386316,76524671.587951,1.250267,0.001826
14,21,166665.159548,33331859.557867,1.848698,0.00426
14,24,92123.725118,107875738.241632,2.0504,0.020084
15,18,121677.503251,78319599.5501,2.179027,0.020273
15,19,189178.285143,10821228.540048,2.21765,0.027317
15,26,180941.210363,19058789.636891,3.055573,0.003896
15,28,198722.840852,1277159.147744,2.246857,0.0
16,23,172566.970788,27430644.257703,2.049685,0.003958
16,25,116134.141657,83858107.242897,2.121329,0.01654
19,24,117089.416708,82908198.099049,2.725363,0.000753
19,25,159560.108054,40437869.142254,2.451062,0.0
20,26,174698.025408,25300855.243368,1.67644,0.003055
22,32,133899.663866,66095294.630508,3.108025,0.017525
26,30,187297.543017,12702417.848204,56.792855,0.015683
