node1,node2,free_bw,used_bw,delay,pkloss
1,3,58054.833433,141942249.185527,0.324488,0.000461
1,7,138441.771394,61556347.772445,2.245188,0.0
1,8,109754.707115,90245039.97992,2.148509,0.001512
1,10,100392.300788,99605785.347433,1.429796,0.001387
1,12,174997.267378,25001296.457652,1.394868,0.005519
1,30,141792.594368,58205930.800499,1.354098,0.001017
2,3,109717.733892,90276408.393245,1.229763,0.0
2,4,108449.54813,91545505.264771,1.57249,0.00051
2,5,142887.597765,57110813.737127,1.181602,0.001777
2,17,140888.547486,59109074.221868,0.277519,0.0
2,21,137081.759952,62917479.960098,2.789974,0.001728
2,22,169492.225662,30505375.597019,0.415564,0.006377
2,28,193892.420675,6107274.647278,1.476049,0.013179
2,31,182866.268835,17132950.977329,2.168417,0.006844
3,4,77915.323691,122080965.722936,1.599193,0.002409
3,5,132555.199201,67444064.073847,0.442863,0.001967
3,6,98175.751047,101820038.317606,1.45936,0.000987
3,7,60846.335528,139149503.291442,2.126575,0.001106
3,12,169484.418721,30515105.620706,2.293348,0.001276
3,13,120552.260124,79446149.151812,6.532788,0.001326
3,15,145436.122083,54562026.774295,0.215173,0.001593
3,20,109813.987632,90183117.915765,1.281977,0.001456
3,27,175963.734291,24035719.921737,1.701593,0.004843
3,31,180085.260952,19913934.455179,0.688314,0.005695
3,32,60432.706962,139562610.900972,2.987981,0.002061
4,11,36443.315358,163554940.824492,50.816417,0.001403
4,14,82546.585536,117446611.442657,2.224922,0.000675
4,16,54647.150125,145351296.732528,2.659321,0.001362
4,17,129582.036908,70417908.122352,0.747085,0.001375
5,6,102249.485441,97750161.432972,7.219791,0.000606
5,9,146784.768371,53215167.425348,2.488375,0.00532
5,10,113182.055478,86815981.046968,2.038836,0.001387
5,11,120122.572399,79870047.666494,1.798153,0.002563
5,15,143168.011182,56831489.868481,1.960516,0.003825
5,16,139856.314477,60143280.461329,1.916885,0.003101
6,8,135094.669195,64904073.460094,2.325773,0.002182
6,19,84491.822896,115507566.335379,0.268459,0.001079
6,23,159035.483292,40963143.874657,1.669407,0.005116
6,27,194038.119948,5961582.22778,2.271652,0.012031
7,9,199175.990425,823374.090435,2.269387,0.048193
8,18,164753.772455,35244313.972156,0.779629,0.0
10,29,98871.356744,101124461.320769,2.521396,0.000658
11,13,93367.445576,106625643.542609,2.073884,0.00043
11,29,123046.69593,76952445.923672,1.719594,0.000709
13,14,163488.138908,36511823.581176,1.196027,0.0018
13,22,161026.963377,38972808.8757,1.609087,0.0
14,20,123480.686353,76517433.714463,2.237678,0.00108
14,21,166668.529236,33330997.279795,6.531239,0.002411
14,24,92125.891163,107872711.971755,50.575733,0.001486
15,18,121681.349975,78318398.957197,0.903368,0.001255
15,19,189180.756865,10818977.91931,3.82185,0.009219
15,26,180942.414688,19057346.69268,1.964808,0.0
15,28,198722.506486,1276962.504066,9.433031,0.0
16,23,172567.804489,27431364.641773,1.482606,0.002405
16,25,116142.424424,83851791.282845,2.158761,0.001944
19,24,117095.452821,82903356.964553,1.287341,0.001374
19,25,159568.263605,40431736.395407,1.040816,0.0
20,26,174698.443735,25299918.024719,0.795722,0.006105
22,32,133900.093859,66097312.144524,1.051545,0.004081
26,30,187297.289962,12701237.183927,2.248168,0.005223
