node1,node2,free_bw,used_bw,delay,pkloss
1,3,58061.072606,141938927.394387,0.99659,0.002307
1,7,138445.125337,61553684.210526,0.837207,0.00112
1,8,109755.278138,90243531.409168,0.377774,0.016646
1,10,100391.179467,99605844.402277,1.079202,0.014575
1,12,174995.54579,25003858.983322,2.620339,0.024845
1,30,141796.248876,58201440.171316,0.0,0.030888
2,3,109721.945471,90274483.171877,0.720143,0.007232
2,4,108456.494557,91543505.442924,2.059698,0.005613
2,5,142884.130218,57115745.737053,1.952291,0.021459
2,17,140889.180066,59110224.70788,1.076579,0.002224
2,21,137079.676421,62917942.674523,0.903606,0.002593
2,22,169493.266753,30506138.020573,3.727674,0.020752
2,28,193894.654415,6105040.714351,1.058578,0.007741
2,31,182865.666633,17134333.366623,0.962496,0.00699
3,4,77930.913812,122069086.187956,8.650422,0.001808
3,5,132555.901328,67441921.514813,1.566052,0.025583
3,6,98180.509338,101819490.662139,0.622034,0.005024
3,7,60850.302607,139149697.393389,4.472613,0.002581
3,12,169490.837911,30507971.636872,1.107216,0.019154
3,13,120552.585639,79446223.908918,2.490163,0.015262
3,15,145436.612404,54562792.369919,2.091646,0.015137
3,20,109818.324179,90179294.916608,2.011538,0.006556
3,27,175964.614002,24034195.54579,2.892613,0.015226
3,31,180083.579347,19915825.426945,0.959158,0.014245
3,32,60432.341955,139567062.818336,1.702666,0.009289
4,11,36454.36133,163543257.764906,52.006721,0.026246
4,14,82548.526915,117449687.406372,2.779841,0.010563
4,16,54651.616898,145347787.875761,3.997207,0.005907
4,17,129582.263058,70417141.715769,1.772642,0.003054
5,6,102242.27704,97757603.24161,1.290202,0.029094
5,9,146784.797284,53212822.049131,0.954747,0.029272
5,10,113181.681646,86817891.82471,2.114058,0.015274
5,11,120133.5384,79865449.693509,1.232982,0.001282
5,15,143169.7144,56830147.294238,2.99418,0.014353
5,16,139854.67692,60144105.518428,2.06089,0.019967
6,8,135092.867273,64906537.501248,1.372218,0.018218
6,19,84484.242485,115515162.289024,11.807561,0.033582
6,23,159033.951863,40965452.911215,2.956986,0.005118
6,27,194038.118446,5961881.55398,2.269506,0.024073
7,9,199176.055128,823903.732019,0.989199,0.0
8,18,164760.027964,35239972.036353,2.099752,0.014601
10,29,98878.058524,101121941.476081,3.50666,0.007469
11,13,93380.509338,106618300.209727,2.088308,0.01512
11,29,123049.060222,76950344.552082,3.623724,0.026417
13,14,163486.251873,36513152.901228,2.484322,0.001801
13,22,161025.52282,38973286.727255,0.72217,0.013761
14,20,123477.575152,76522424.847698,2.973557,0.007304
14,21,166667.180665,33332224.108659,0.353932,0.004259
14,24,92122.193149,107876021.172476,2.724171,0.016361
15,18,121676.420653,78321198.442025,2.996922,0.016407
15,19,189181.016678,10818983.321682,0.810623,0.01384
15,26,180943.038051,19056961.949466,58.102131,0.00779
15,28,198722.444822,1277023.693809,1.291394,0.0
16,23,172569.451713,27429953.061021,0.638604,0.004813
16,25,116140.864876,83856754.219515,2.111316,0.02239
19,24,117091.988415,82908011.58494,2.107382,0.002259
19,25,159562.616598,40435597.72296,1.533031,0.0
20,26,174696.790173,25301424.148607,1.713157,0.009162
22,32,133899.874164,66100125.836413,2.575994,0.018867
26,30,187300.101868,12699859.192038,2.683401,0.026134
