node1,node2,free_bw,used_bw,delay,pkloss
1,3,58063.894495,141936105.505045,0.619888,0.00077
1,7,138444.34409,61555060.445599,0.480056,0.002555
1,8,109753.701668,90244172.142774,0.956416,0.003025
1,10,100384.669797,99609971.026076,1.45328,0.002775
1,12,174995.176341,25004765.475707,1.877546,0.005519
1,30,141795.575982,58203828.554301,2.320766,0.002035
2,3,109719.848152,90279898.084132,1.498938,0.002224
2,4,108450.826256,91545791.66702,2.080083,0.00204
2,5,142883.189448,57115272.408647,1.693964,0.001262
2,17,140888.023976,59111976.023976,0.677466,0.0
2,21,137081.062937,62918507.39649,1.67942,0.002592
2,22,169493.557154,30506372.272013,1.064062,0.0
2,28,193892.195804,6107208.791209,0.865698,0.0
2,31,182866.437562,17133227.417203,1.515269,0.006844
3,4,77934.482965,122063135.178339,0.794649,0.00082
3,5,132555.619504,67441606.772929,0.33462,0.001967
3,6,98182.643621,101816165.451094,0.743151,0.001435
3,7,60849.427515,139149381.556599,1.678348,0.001474
3,12,169484.751723,30512533.229185,1.944304,0.008292
3,13,120556.603057,79438833.336511,2.531648,0.007297
3,15,145436.339295,54563065.241283,1.421094,0.007167
3,20,109820.385653,90176896.084633,1.955271,0.001456
3,27,175964.611389,24033611.979788,4.139543,0.007609
3,31,180083.956439,19914852.632631,0.807881,0.003148
3,32,60425.393146,139570438.605255,1.21212,0.002062
4,11,36454.502947,163541328.804076,52.366257,0.000298
4,14,82551.759417,117445946.465564,1.357555,0.003374
4,16,54643.548806,145355260.265761,1.126766,0.001817
4,17,129583.838545,70415025.78229,0.0,0.000611
5,6,102237.458034,97757658.234687,0.0,0.001838
5,9,146779.104716,53218236.631796,0.287175,0.002126
5,10,113173.709033,86824335.412677,8.754611,0.004748
5,11,120125.899281,79869515.141409,1.328588,0.000641
5,15,143165.515588,56831645.243501,0.0,0.004782
5,16,139853.213429,60146759.255998,0.0,0.003101
6,8,135095.462084,64903677.549347,1.825452,0.001091
6,19,84480.183853,115515236.278157,4.483581,0.000494
6,23,159035.492057,40962126.086522,0.674844,0.001705
6,27,194038.013788,5961688.4109,2.37453,0.017063
7,9,199176.868818,823131.181936,0.57292,0.048216
8,18,164760.287712,35239686.296719,1.719117,0.002007
10,29,98872.087122,101120479.915728,2.020955,0.0016
11,13,93380.869218,106617377.57896,2.089024,0.003976
11,29,123050.414627,76947527.951317,1.584649,0.001704
13,14,163486.121878,36512091.908092,1.852036,0.0018
13,22,161025.211831,38973276.202614,1.966953,0.001528
14,20,123476.123876,76521494.505495,59.379935,0.001217
14,21,166664.57788,33334947.823283,0.10252,0.0
14,24,92125.69031,107871957.522745,7.253647,0.00223
15,18,121680.839245,78313801.578579,1.481295,0.000628
15,19,189179.184652,10819679.329371,1.410604,0.00922
15,26,180942.08991,19057671.200415,2.030969,0.0
15,28,198721.934259,1278001.901386,1.428366,0.0
16,23,172568.064742,27431339.794185,1.460195,0.001978
16,25,116131.023181,83864191.676332,2.084136,0.003357
19,24,117088.729017,82907129.147316,1.631618,0.000687
19,25,159562.613909,40437386.091127,2.168179,0.001545
20,26,174698.733267,25300671.328671,2.483249,0.006106
22,32,133901.390887,66098284.474429,2.808809,0.002721
26,30,187299.742232,12700218.794094,1.612306,0.005224
