node1,node2,free_bw,used_bw,delay,pkloss
1,3,184843.031394,15153989.202159,0.448942,0.000813
1,7,99095.780844,100902431.513697,0.0,0.006835
1,8,71880.168,128119536.075985,0.292063,0.004151
1,10,55231.176412,144765507.574946,0.0,0.011734
1,12,158441.983603,41555616.19836,0.0,0.019331
1,30,117675.456454,82322215.784021,0.0,0.001753
2,3,181718.280344,18271868.525425,0.521421,0.00412
2,4,106059.150255,93936083.175048,0.312805,0.005685
2,5,16173.507948,183806386.026193,2.846956,0.029535
2,17,138136.926922,61862477.256823,1.10805,0.002397
2,21,117142.569229,82856864.125889,0.580668,0.003347
2,22,51987.083875,147991363.572031,12.151837,0.027233
2,28,123513.634546,76483038.770096,0.113606,0.017459
2,31,143621.461269,56377025.038615,0.424623,0.011036
3,4,183324.058782,16669387.183845,0.809908,0.002902
3,5,111164.75105,88829828.475104,0.693798,0.014424
3,6,186839.280144,13158336.332734,0.760317,0.002893
3,7,133064.611078,66933830.620259,0.0,0.001188
3,12,166786.016,33207811.754074,0.322938,0.003256
3,13,144325.174448,55659729.617747,0.734687,0.010917
3,15,138545.708288,61452914.971685,0.631452,0.006484
3,20,152400.887734,47594345.69629,1.258016,0.004049
3,27,183118.703352,16880504.367349,0.0,0.022097
3,31,186577.242827,13420819.865784,0.691414,0.004515
3,32,174746.56803,25234892.714513,60.389876,0.006103
4,11,8716.144386,191278436.854506,51.728606,0.004473
4,14,97414.506198,102583471.683804,0.220418,0.006021
4,16,36918.812356,163078398.699904,0.990629,0.001689
4,17,77906.548036,122089281.215635,0.533342,0.005265
5,6,29428.232,170571398.897021,7.083178,0.00694
5,9,152080.312,47917876.393521,0.137925,0.010723
5,10,15414.444778,184573293.611193,0.0,0.03146
5,11,64296.664,135698706.592282,8.814573,0.004473
5,15,103166.136932,96821715.534232,0.423789,0.057215
5,16,37014.898041,162973594.979609,1.737356,0.034469
6,8,113081.15177,86915024.115177,0.381947,0.013236
6,19,77454.19858,122543250.639943,0.580072,0.002103
6,23,119817.806658,80178455.199293,0.617146,0.00656
6,27,160523.773887,39470158.64741,0.0,0.031453
7,9,145561.423715,54432021.595681,0.0,0.017271
8,18,95400.39596,104595894.019798,0.0,0.007725
10,29,33315.313874,166675143.222724,0.0,0.007692
11,13,60043.258371,139945398.111862,0.054836,0.035974
11,29,57090.984705,142900659.032566,0.0,0.015705
13,14,112436.041583,87562171.131547,0.221014,0.002926
13,22,61034.818073,138941329.089803,0.829577,0.04168
14,20,110813.755873,89185956.929433,0.0,0.001408
14,21,145949.972011,54048836.465414,0.240326,0.002447
14,24,51182.207117,148799589.37213,0.0,0.039333
15,18,78798.296852,121194952.164153,0.958443,0.020983
15,19,112256.455772,87733677.923362,1.751065,0.034596
15,26,85928.220712,114071439.86903,0.0,0.007033
15,28,123678.544728,76321099.48744,0.2563,0.013047
16,23,81801.927229,118196235.225795,1.486301,0.008486
16,25,92953.464654,107042995.78199,1.080632,0.006845
19,24,71956.10039,128039728.027198,0.0,0.005148
19,25,96905.741426,103093662.633737,0.025511,0.00076
20,26,124463.230708,75532203.500485,0.0,0.014563
22,32,40314.27429,159662596.881455,0.276923,0.034704
26,30,122747.485006,77243839.738777,0.0,0.039662
