node1,node2,free_bw,used_bw,delay,pkloss
1,3,7457.288,192533085.827018,1.395226,0.0
1,7,152366.344,47632464.0,1.215339,0.004206
1,8,63211.896,136781265.278672,1.128197,0.002467
1,10,100799.184,99200220.0,0.381351,0.002876
1,12,189095.392,10903466.883712,0.680685,0.002695
1,30,112178.112,87818093.285072,0.660658,0.003322
2,3,93904.704,106087012.063594,0.556707,0.000861
2,4,134431.512,65564316.0,0.676751,0.00467
2,5,148456.584,51540243.146485,0.77641,0.001162
2,17,167264.008,32734355.364064,0.566483,0.0
2,21,138487.936,61506009.0023,0.476003,0.002012
2,22,146507.712,53491096.0,0.487685,0.004198
2,28,184267.888,15731921.413459,0.584364,0.006381
2,31,170476.448,29522075.970003,0.57137,0.003596
3,4,46020.872,153975005.455855,0.965118,0.001577
3,5,156206.579342,43792824.717528,0.524759,0.004134
3,6,14333.936,185657973.50585,26.741982,0.00038
3,7,93933.312,106061385.195881,0.600934,0.000611
3,12,153427.065293,46572338.766124,0.692487,0.001614
3,13,100944.977502,99054426.557343,0.762939,0.005023
3,15,93356.368363,106638864.113588,0.747085,0.012708
3,20,190849.835016,9150164.983502,0.510573,0.009575
3,27,182710.480952,17286807.524048,0.504136,0.006953
3,31,167883.483652,32114728.527147,0.419021,0.006536
3,32,21900.848,178092035.754025,60.148835,0.002612
4,11,6236.632,193753680.80032,51.885366,0.000956
4,14,87875.568,112122048.0,0.72062,0.000409
4,16,18597.768,181401040.0,0.899673,0.000601
4,17,145487.36,54511106.521348,0.641942,0.002538
5,6,98806.208,101191712.518348,80.060124,0.002676
5,9,164932.290771,35067709.229077,0.690699,0.001302
5,10,88093.656,111901345.182682,1.331806,0.001843
5,11,123786.229377,76211386.861314,3.707647,0.002119
5,15,146660.853915,53336166.383361,0.65434,0.007411
5,16,131658.650135,68338806.932507,0.54574,0.003826
6,8,145337.168,54660099.131687,0.509262,0.004224
6,19,63242.936,136752610.592139,0.852585,0.000909
6,23,148169.36,51828852.0,0.781059,0.000798
6,27,188494.72,11501704.0,0.586033,0.004794
7,9,165293.430657,34705920.671533,1.028538,0.007255
8,18,145668.544,54330264.0,0.634789,0.002226
10,29,60411.888,139581133.292271,0.666142,0.00113
11,13,109744.633537,90252982.70173,0.537992,0.004876
11,29,98179.216,101816289.410259,0.461936,0.001465
13,14,152094.568,47904824.789121,0.751257,0.000906
13,22,143718.432,56274582.620137,0.606179,0.001956
14,20,181038.76,18960292.032797,0.61655,0.010045
14,21,170968.744,29029208.641936,0.569344,0.004997
14,24,81003.736,118996264.0,20.206213,0.004279
15,18,116269.056,83730929.454254,0.651836,0.018147
15,19,136744.405559,63253210.678931,0.679731,0.005568
15,26,135116.96,64878604.29157,0.605464,0.003258
15,28,189340.913909,10659023.045695,4.219651,0.01233
16,23,158630.352,41367860.0,0.402689,0.001979
16,25,107588.912,92406467.907609,0.671625,0.002505
19,24,70309.112,129688575.68683,0.600457,0.002635
19,25,140863.545645,59136454.354564,0.625253,0.0
20,26,131521.888,68474688.436756,0.510216,0.002167
22,32,156036.56,43959268.0,0.719428,0.002788
26,30,152682.272,47311786.707729,0.601053,0.018998
