node1,node2,free_bw,used_bw,delay,pkloss
1,3,4643.837314,195352953.445378,56.223273,0.000368
1,7,157498.529177,42499425.328729,2.086997,0.002871
1,8,59229.944045,140770027.478267,1.271844,0.004058
1,10,104461.276086,95538190.893915,1.419902,0.007705
1,12,190239.176659,9758981.529847,1.311183,0.003522
1,30,140820.301728,59177890.702524,0.277758,0.003207
2,3,88853.330669,111143481.592271,0.0,0.001329
2,4,129883.238057,70114975.014991,3.753662,0.0
2,5,139684.370755,60306909.165727,1.382709,0.008493
2,17,166360.391765,33639012.592445,1.077414,0.00112
2,21,136550.091963,63448331.991609,2.082229,0.000944
2,22,158228.10908,41771010.421017,1.217723,0.008366
2,28,190948.518889,9050002.850749,1.223087,0.009853
2,31,176954.491305,23044675.465714,0.178695,0.003504
3,4,30726.612033,169269099.299888,0.0,0.001049
3,5,133692.177387,66305329.313827,0.0,0.020688
3,6,65415.494055,134583660.986715,0.0,0.001359
3,7,90307.985612,109691539.321755,0.0,0.001232
3,12,152986.842526,47010943.063386,0.0,0.002827
3,13,88074.662938,111915182.519719,0.0,0.007008
3,15,111538.353317,88461332.628325,0.0,0.001379
3,20,40636.473763,159363086.192289,0.0,0.001075
3,27,180458.393285,19539108.56055,0.0,0.002158
3,31,174124.637044,25873794.198879,0.0,0.010022
3,32,7882.570201,192117043.568103,54.713607,0.001568
4,11,9227.439536,190768382.129963,25.678158,0.004799
4,14,86989.822107,112994821.374747,0.818014,0.006098
4,16,26268.137931,173726158.897765,0.529647,0.001095
4,17,146408.746752,53588870.677593,0.735402,0.000946
5,6,115020.495406,84967230.566801,1.185656,0.001885
5,9,174722.836596,25276116.167492,1.881957,0.004855
5,10,105438.681582,94560247.826024,1.036763,0.001343
5,11,120820.862964,79176925.161135,1.25742,0.002354
5,15,162806.646695,37192305.897592,6.361127,0.001053
5,16,127463.588206,72535461.190699,1.081228,0.008111
6,8,157274.519125,42722109.00572,3.031015,0.000927
6,19,145109.554446,54888423.896216,1.379967,0.0
6,23,151281.414727,48712137.645121,0.663996,0.001334
6,27,193859.478469,6140485.473191,1.144528,0.002722
7,9,175281.966623,24717901.803203,0.74923,0.003096
8,18,148389.435621,51609576.606849,0.220656,0.002342
10,29,84646.677983,115350400.764634,1.472592,0.01165
11,13,131634.30969,68364377.163234,2.100468,0.005516
11,29,117695.936064,82296689.173709,1.345754,0.003224
13,14,164187.476281,35810730.709423,2.605319,0.004513
13,22,149797.287526,50199392.397116,1.57845,0.001162
14,20,69533.985007,130450307.815741,1.380682,0.005412
14,21,171775.097961,28224060.444512,1.293421,0.005284
14,24,95021.508341,104971925.542048,0.257492,0.001337
15,18,113805.472339,86190177.625463,0.0,0.001675
15,19,146723.052947,53276424.395257,0.0,0.004295
15,26,168222.760136,31772270.471879,0.0,0.005348
15,28,197513.297384,2485562.423722,0.0,0.00771
16,23,158145.897871,41851137.021277,0.726819,0.00258
16,25,88737.03948,111239340.39973,2.653122,0.003484
19,24,145462.719009,54532860.275675,1.095176,0.002361
19,25,148793.918082,51205486.513486,59.880733,0.000932
20,26,176844.961519,23152025.437901,0.0,0.001594
22,32,145443.622551,54555759.396771,0.778437,0.011483
26,30,185483.57457,14515647.280349,0.06628,0.006333
