node1,node2,free_bw,used_bw,delay,pkloss
1,3,61864.445555,138133170.682929,1.006484,0.000763
1,7,162703.521648,37295882.411758,1.140475,0.002652
1,8,99762.679732,100235532.446753,69.81802,0.002132
1,10,126224.769523,73771058.894109,1.148105,0.004978
1,12,184195.468453,15803935.606439,1.103997,0.003626
1,30,166537.850215,33461553.844615,0.452638,0.003081
2,3,62003.208,137991680.671531,0.479937,0.001236
2,4,150481.792,49515136.396762,0.93317,0.000868
2,5,158766.24,41233486.339366,0.464201,0.005696
2,17,148629.472,51369932.0,0.510454,0.001311
2,21,135856.0,64141985.001499,0.478029,0.001773
2,22,169311.864,30688136.0,0.480056,0.012518
2,28,192567.784,7432216.0,0.471711,0.002843
2,31,179535.310469,20463328.765523,0.714421,0.004085
3,4,86412.422758,113585789.421061,1.024604,0.00162
3,5,146791.960804,53208039.196079,6.134391,0.001746
3,6,48961.536,151035084.414757,1.254439,0.001194
3,7,74983.477652,125015926.407357,0.96333,0.001076
3,12,135516.672333,64482731.726826,1.598716,0.001458
3,13,74101.96,125892937.608238,1.251698,0.0104
3,15,145858.670133,54141329.867015,0.510335,0.00637
3,20,116923.379662,83076024.397559,0.42522,0.005101
3,27,180794.4,19204043.875612,0.629663,0.005643
3,31,174523.451655,25475952.404759,0.422001,0.001775
3,32,32591.90081,167405715.428454,1.056552,0.000765
4,11,81189.60104,118808015.198483,1.105428,0.001902
4,14,62949.105089,137045531.446859,15.960693,0.005632
4,16,58212.570743,141785641.435866,0.576854,0.001133
4,17,133618.616,66377469.32227,0.4704,0.001836
5,6,101662.585741,98336967.129286,0.548005,0.0014
5,9,182323.023698,17676380.361963,2.110124,0.001593
5,10,112090.254975,87905573.442654,0.715256,0.003167
5,11,133336.770323,66662633.736625,0.964761,0.002067
5,15,167276.768323,32721443.855615,0.467539,0.004869
5,16,130193.828617,69805575.442457,0.410557,0.00224
6,8,138428.336,61570969.486251,0.688553,0.002991
6,19,99300.936,100697276.0,0.774741,0.00087
6,23,146509.485051,53490209.474252,0.511765,0.002923
6,27,192809.76,7189048.0,0.54276,0.010421
7,9,199434.8,565171.742826,1.34778,0.0
8,18,158787.696,41211435.471652,0.549793,0.004365
10,29,125488.235176,74511764.82352,1.44124,0.000796
11,13,138417.512,61578813.243075,0.606179,0.013735
11,29,139184.137586,60814670.532948,1.221538,0.001108
13,14,136236.152,63758276.364763,0.684619,0.001656
13,22,148165.784,51831236.0,0.603795,0.005037
14,20,134835.012499,65161411.858813,0.481606,0.003724
14,21,154939.658034,45057958.204179,0.483513,0.004176
14,24,136843.283672,63154332.566742,0.549912,0.006042
15,18,128906.59734,71093381.32987,0.564218,0.002467
15,19,184485.191481,15514392.259575,0.559449,0.008977
15,26,185697.096,14302784.866714,0.71466,0.00756
15,28,196979.328,3019925.041096,0.58198,0.007252
16,23,156417.590241,43582409.759025,0.507832,0.002098
16,25,123802.496,76194886.386564,0.571489,0.00121
19,24,122808.368,77187176.863913,0.529766,0.00246
19,25,166236.504,33763496.0,0.611544,0.0
20,26,179505.848,20493127.39486,0.541925,0.00586
22,32,144123.712,55875878.226577,0.593305,0.001004
26,30,187709.192,12289001.640236,0.514865,0.0
