node1,node2,free_bw,used_bw,delay,pkloss
1,3,46943.537157,153052301.246888,0.779271,0.002035
1,7,151948.927681,48049288.778054,0.478864,0.010656
1,8,82653.782921,117344935.337871,0.511289,0.005328
1,10,114998.866946,84995937.63637,0.650883,0.022292
1,12,174837.573823,25160642.458101,0.427485,0.010403
1,30,158923.232243,41076767.757385,0.420094,0.001783
2,3,42023.341646,157973091.271826,0.444412,0.002453
2,4,138050.386035,61947235.910224,0.458479,0.002636
2,5,146603.012469,53396678.123128,0.623822,0.013616
2,17,147918.028928,52081971.072321,0.708222,0.00126
2,21,128400.191521,71599210.044311,0.478268,0.00404
2,22,158539.710665,41459126.2134,0.530839,0.005614
2,28,163780.939651,36217848.546795,0.548959,0.005202
2,31,168298.054863,31700958.604885,0.430226,0.007339
3,4,73418.374065,126577464.339151,0.666618,0.001471
3,5,138930.218454,61069260.286236,0.597239,0.001771
3,6,79123.375561,120876113.496387,0.621319,0.000432
3,7,73851.22793,126148177.556109,0.71156,0.000937
3,12,127111.333666,72886950.88456,0.483513,0.003351
3,13,74108.057855,125886591.521196,0.6814,0.005008
3,15,109583.880299,90414930.673316,0.485063,0.006062
3,20,105641.017456,94356060.192629,0.539303,0.001618
3,27,176119.444944,23879349.847405,0.454664,0.02309
3,31,163280.359102,36718404.131304,2.716064,0.008039
3,32,43359.808479,156640107.729483,0.642538,0.003495
4,11,65543.11253,134456721.041769,0.52774,0.002941
4,14,54415.385536,145579731.927708,0.4884,0.003687
4,16,55110.918703,144888394.628029,0.505328,0.00181
4,17,132908.935661,67089875.31172,0.566244,0.003923
5,6,111295.554669,88703256.185153,0.605702,0.001431
5,9,182825.067837,17173743.01676,0.549436,0.011321
5,10,122597.198723,77401025.613532,0.586867,0.024729
5,11,123894.557063,76105442.936952,0.48995,0.003034
5,15,155925.035411,44074784.768325,0.524879,0.006977
5,16,112683.240223,87316373.105902,0.559688,0.010619
6,8,135776.043101,64223131.681807,0.508308,0.002208
6,19,199999.80846,191.540303,0.762105,0.0
6,23,156686.352753,43313270.506095,0.611782,0.001384
6,27,194442.711391,5557131.934371,0.415206,0.02205
7,9,198927.401496,1071462.859213,0.519514,0.090009
8,18,149459.674748,50540182.578074,0.661731,0.004398
10,29,120850.676242,79145757.031715,0.572801,0.001421
11,13,122826.078803,77171824.924122,0.457525,0.003783
11,29,134548.068635,65449564.325889,0.604391,0.005386
13,14,120644.213466,79352423.488256,0.490189,0.001437
13,22,148167.724688,51829716.42469,0.588775,0.005428
14,20,114322.106733,85673026.026995,0.451922,0.001994
14,21,147480.997407,52518408.13884,0.580788,0.004919
14,24,90880.295291,109115954.488799,0.508547,0.010202
15,18,137281.037406,62716145.30314,0.57745,0.00153
15,19,112914.250374,87080580.319747,0.557542,0.02511
15,26,178401.220948,21596995.511222,0.615835,0.006384
15,28,170490.621446,29508501.365377,0.607133,0.0
16,23,146235.602993,53763499.122132,0.652909,0.002917
16,25,140641.204867,59357594.075057,0.421643,0.00142
19,24,188314.070231,11685929.768555,0.60904,0.000816
19,25,186514.940144,13484387.284781,0.410318,0.0
20,26,170279.513266,29719590.998169,0.559568,0.004168
22,32,133348.705976,66647861.254841,0.481367,0.006873
26,30,187668.459697,12330330.75014,0.473261,0.007302
